"","Consensus_area","Bioregion","Hb","Hc"
"1","D1CA0","Chacoan subregion","2.7552","62.2827"
"2","D1CA0","Chacoan dominion","0.0283","0.4367"
"3","D1CA0","Parana dominion","15.0969","61.8459"
"4","D1CA0","Cerrado province","0.0723","0.4367"
"5","D1CA0","Atlantic province","29.1312","27.3947"
"6","D1CA0","Parana Forest province","13.5301","34.4512"
"7","D1CA1","Brazilian subregion","2.7633","99.9427"
"8","D1CA1","Pacific dominion","2.2106","13.0056"
"9","D1CA1","Boreal Brazilian dominion","6.5","86.9371"
"10","D1CA1","Sabana province","7.1688","13.0056"
"11","D1CA1","Pantepui province","21.4715","46.2972"
"12","D1CA1","Imerí province","9.9661","40.6466"
"13","D1CA2","Chacoan subregion","3.6293","97.9155"
"14","D1CA2","Chacoan dominion","0.6379","11.7409"
"15","D1CA2","Parana dominion","17.6266","86.1798"
"16","D1CA2","Cerrado province","1.6297","11.7409"
"17","D1CA2","Atlantic province","20.8389","23.3882"
"18","D1CA2","Parana Forest province","20.7022","62.9121"
"19","D1CA3","Chacoan subregion","2.7248","77.3733"
"20","D1CA3","Chacoan dominion","0.1141","2.2104"
"21","D1CA3","Parana dominion","14.6061","75.1629"
"22","D1CA3","Cerrado province","0.2915","2.2104"
"23","D1CA3","Atlantic province","27.1874","32.116"
"24","D1CA3","Parana Forest province","13.4978","43.173"
"25","D1CA4","Brazilian subregion","1.5966","67.9641"
"26","D1CA4","Boreal Brazilian dominion","4.3175","67.9641"
"27","D1CA4","Roraima province","0.0116","0.0337"
"28","D1CA4","Guianan Lowlands province","27.0821","67.9304"
"29","D1CA5","Chacoan subregion","1.0492","73.9093"
"30","D1CA5","Chacoan dominion","0.0074","0.3557"
"31","D1CA5","Parana dominion","5.7619","73.5536"
"32","D1CA5","Cerrado province","0.0189","0.3557"
"33","D1CA5","Atlantic province","10.4518","30.6275"
"34","D1CA5","Parana Forest province","5.4101","42.9261"
"35","D1CA6","Chacoan subregion","1.1563","99.9205"
"36","D1CA6","Chacoan dominion","1.1362","66.9807"
"37","D1CA6","Parana dominion","2.1079","33.0091"
"38","D1CA6","Caatinga province","7.3134","65.9972"
"39","D1CA6","Cerrado province","0.0426","0.9835"
"40","D1CA6","Parana Forest province","3.3913","33.0091"
"41","D1CA7","Brazilian subregion","0.969","100"
"42","D1CA7","Boreal Brazilian dominion","1.7095","65.2383"
"43","D1CA7","South Brazilian dominion","0.9183","34.7617"
"44","D1CA7","Roraima province","7.8988","55.6101"
"45","D1CA7","Madeira province","2.0988","34.7617"
"46","D1CA7","Imerí province","0.8274","9.6282"
"47","D1CA8","Chacoan subregion","1.1236","64.7181"
"48","D1CA8","Parana dominion","6.2004","64.7181"
"49","D1CA8","Atlantic province","14.9583","35.8403"
"50","D1CA8","Parana Forest province","4.4512","28.8778"
"51","D1CA9","Chacoan subregion","0.919","63.3512"
"52","D1CA9","Parana dominion","5.0711","63.3512"
"53","D1CA9","Atlantic province","15.5967","44.7273"
"54","D1CA9","Parana Forest province","2.4379","18.9302"
"55","D2CA0","Chacoan subregion","33.5707","70.5911"
"56","D2CA0","Brazilian subregion","1.7917","4.6319"
"57","D2CA0","Chacoan dominion","35.8367","51.4087"
"58","D2CA0","Boreal Brazilian dominion","4.8451","4.6319"
"59","D2CA0","Parana dominion","50.0655","19.0781"
"60","D2CA0","South-eastern Amazonian dominion","0.3746","0.1076"
"61","D2CA0","Caatinga province","100","21.9592"
"62","D2CA0","Cerrado province","52.4464","29.4496"
"63","D2CA0","Pará province","44.559","4.6319"
"64","D2CA0","Araucaria Forest province","0.3993","0.0227"
"65","D2CA0","Xingu-Tapajós province","0.3746","0.1076"
"66","D2CA0","Atlantic province","87.5366","7.6572"
"67","D2CA0","Parana Forest province","48.1642","11.4078"
"68","D2CA1","Chacoan subregion","10.3568","85.7632"
"69","D2CA1","Chacoan dominion","5.795","32.7378"
"70","D2CA1","Parana dominion","35.3368","53.0285"
"71","D2CA1","Cerrado province","14.8048","32.7378"
"72","D2CA1","Araucaria Forest province","19.9504","4.466"
"73","D2CA1","Atlantic province","37.72","12.9938"
"74","D2CA1","Parana Forest province","38.1732","35.6057"
"75","D2CA10","Brazilian subregion","3.0016","67.848"
"76","D2CA10","Boreal Brazilian dominion","8.1168","67.848"
"77","D2CA10","Roraima province","10.0566","15.5084"
"78","D2CA10","Guianan Lowlands province","39.2962","52.3397"
"79","D2CA11","Chacoan subregion","36.7543","80.1057"
"80","D2CA11","Brazilian subregion","5.2392","14.0382"
"81","D2CA11","Chacoan dominion","32.3622","48.1184"
"82","D2CA11","Parana dominion","75.0088","29.6261"
"83","D2CA11","South-eastern Amazonian dominion","7.9486","2.3664"
"84","D2CA11","South Brazilian dominion","14.2821","14.0382"
"85","D2CA11","Caatinga province","11.4086","2.5966"
"86","D2CA11","Cerrado province","72.4557","42.1698"
"87","D2CA11","Araucaria Forest province","46.5913","2.7451"
"88","D2CA11","Xingu-Tapajós province","7.9486","2.3664"
"89","D2CA11","Atlantic province","61.448","5.5713"
"90","D2CA11","Chacoan province","10.011","3.3585"
"91","D2CA11","Madeira province","3.5904","1.5441"
"92","D2CA11","Rondônia province","30.8363","12.4943"
"93","D2CA11","Parana Forest province","86.8469","21.3204"
"94","D2CA12","Brazilian subregion","4.4082","46.2052"
"95","D2CA12","Mexican Transition Zone","31.6565","18.5888"
"96","D2CA12","Mesoamerican dominion","43.7758","46.2052"
"97","D2CA12","Pacific Lowlands province","21.7612","7.0089"
"98","D2CA12","Transmexican Volcanic Belt province","31.4302","2.8356"
"99","D2CA12","Balsas Basin province","21.0004","1.4002"
"100","D2CA12","Sierra Madre del Sur province","93.3163","6.9201"
"101","D2CA12","Yucatán Peninsula province","58.5649","8.8859"
"102","D2CA12","Veracruzan province","74.6728","25.7741"
"103","D2CA12","Chiapas Highlands province","80.131","8.8331"
"104","D2CA12","Mosquito province","18.4632","3.1359"
"105","D2CA13","Chacoan subregion","4.9601","61.664"
"106","D2CA13","Chacoan dominion","0.4877","4.1365"
"107","D2CA13","Parana dominion","25.5345","57.5275"
"108","D2CA13","Cerrado province","1.1937","3.963"
"109","D2CA13","Araucaria Forest province","45.2688","15.2136"
"110","D2CA13","Atlantic province","36.9114","19.0894"
"111","D2CA13","Pampean province","0.089","0.1735"
"112","D2CA13","Parana Forest province","16.5868","23.2269"
"113","D2CA14","Brazilian subregion","5.8729","63.2375"
"114","D2CA14","South American Transition Zone","1.5773","2.8909"
"115","D2CA14","Pacific dominion","36.1029","63.2375"
"116","D2CA14","Chocó-Darién province","11.8762","1.1005"
"117","D2CA14","Guajira province","100","19.6367"
"118","D2CA14","Venezuelan province","78.4605","9.463"
"119","D2CA14","Sabana province","25.4463","13.744"
"120","D2CA14","Magdalena province","64.9836","16.7872"
"121","D2CA14","Cauca province","10.0194","2.5079"
"122","D2CA14","Paramo province","25.1383","2.8909"
"123","D2CA15","Chacoan subregion","13.6275","73.4483"
"124","D2CA15","Chacoan dominion","5.4981","20.2161"
"125","D2CA15","Parana dominion","54.5059","53.2375"
"126","D2CA15","Caatinga province","14.6761","8.2605"
"127","D2CA15","Cerrado province","8.3068","11.9556"
"128","D2CA15","Araucaria Forest province","36.9352","5.3815"
"129","D2CA15","Atlantic province","78.5715","17.6166"
"130","D2CA15","Parana Forest province","49.8508","30.264"
"131","D2CA16","Brazilian subregion","22.3425","92.5642"
"132","D2CA16","South American Transition Zone","9.9116","6.9895"
"133","D2CA16","South Brazilian dominion","39.9516","60.7176"
"134","D2CA16","Pacific dominion","10.2557","6.9117"
"135","D2CA16","Boreal Brazilian dominion","16.276","24.9363"
"136","D2CA16","Madeira province","14.2906","9.5025"
"137","D2CA16","Rondônia province","56.6254","35.4749"
"138","D2CA16","Ucayali province","100","9.0745"
"139","D2CA16","Yungas province","48.4571","6.6716"
"140","D2CA16","Puna province","12.6907","3.2554"
"141","D2CA16","Desert province","16.6774","1.2434"
"142","D2CA16","Ecuadorian province","0.0646","0.0013"
"143","D2CA16","Western Ecuador province","8.6623","0.256"
"144","D2CA16","Chocó-Darién province","4.4094","0.1572"
"145","D2CA16","Sabana province","1.6999","0.3533"
"146","D2CA16","Imerí province","26.7039","12.4758"
"147","D2CA16","Magdalena province","15.0016","1.4911"
"148","D2CA16","Napo province","100","12.4605"
"149","D2CA16","Cauca province","48.3127","4.6529"
"150","D2CA16","Paramo province","56.2961","2.491"
"151","D2CA17","Brazilian subregion","4.4447","73.6677"
"152","D2CA17","South American Transition Zone","2.3978","6.7646"
"153","D2CA17","Pacific dominion","27.3232","73.6677"
"154","D2CA17","Chocó-Darién province","24.0776","3.4344"
"155","D2CA17","Guajira province","72.6533","21.9602"
"156","D2CA17","Sabana province","6.6438","5.5235"
"157","D2CA17","Magdalena province","84.877","33.7502"
"158","D2CA17","Cauca province","23.3672","9.0031"
"159","D2CA17","Paramo province","38.2147","6.7646"
"160","D2CA18","Chacoan subregion","6.9054","7.5471"
"161","D2CA18","Brazilian subregion","63.9851","85.974"
"162","D2CA18","South American Transition Zone","2.286","0.5228"
"163","D2CA18","Chacoan dominion","0.115","0.0858"
"164","D2CA18","Boreal Brazilian dominion","91.9698","45.6989"
"165","D2CA18","South-eastern Amazonian dominion","49.9782","7.4613"
"166","D2CA18","South Brazilian dominion","67.8398","33.4381"
"167","D2CA18","Pacific dominion","31.2854","6.8382"
"168","D2CA18","Cerrado province","0.2938","0.0858"
"169","D2CA18","Pará province","47.9719","2.5919"
"170","D2CA18","Xingu-Tapajós province","49.9782","7.4613"
"171","D2CA18","Roraima province","100","9.1669"
"172","D2CA18","Guianan Lowlands province","100","7.9175"
"173","D2CA18","Madeira province","93.9629","20.2638"
"174","D2CA18","Rondônia province","52.4569","10.6583"
"175","D2CA18","Ucayali province","73.6428","2.1674"
"176","D2CA18","Yungas province","7.8205","0.3492"
"177","D2CA18","Puna province","4.1623","0.3463"
"178","D2CA18","Desert province","1.703","0.0412"
"179","D2CA18","Ecuadorian province","0.0646","4e-04"
"180","D2CA18","Guajira province","12.8745","0.3155"
"181","D2CA18","Venezuelan province","44.9374","0.6763"
"182","D2CA18","Sabana province","82.6821","5.5727"
"183","D2CA18","Pantepui province","100","8.0106"
"184","D2CA18","Imerí province","99.9435","15.1435"
"185","D2CA18","Magdalena province","1.7231","0.0555"
"186","D2CA18","Napo province","71.0345","2.8706"
"187","D2CA18","Cauca province","6.9712","0.2177"
"188","D2CA18","Paramo province","9.4319","0.1354"
"189","D2CA19","Chacoan subregion","8.6116","99.4973"
"190","D2CA19","Chacoan dominion","9.7219","76.6297"
"191","D2CA19","Parana dominion","10.9267","22.8783"
"192","D2CA19","Caatinga province","37.4265","45.1578"
"193","D2CA19","Cerrado province","10.2005","31.4719"
"194","D2CA19","Atlantic province","9.2131","4.4282"
"195","D2CA19","Parana Forest province","14.1775","18.4508"
"196","D2CA2","Chacoan subregion","6.1395","64.6961"
"197","D2CA2","Brazilian subregion","2.3281","30.1614"
"198","D2CA2","Chacoan dominion","8.5424","61.4105"
"199","D2CA2","Boreal Brazilian dominion","6.2956","30.1614"
"200","D2CA2","South-eastern Amazonian dominion","2.2826","3.2856"
"201","D2CA2","Caatinga province","21.8493","24.0442"
"202","D2CA2","Cerrado province","13.2791","37.3669"
"203","D2CA2","Pará province","57.8994","30.1614"
"204","D2CA2","Xingu-Tapajós province","2.2826","3.2856"
"205","D2CA20","Chacoan subregion","1.0068","2.6399"
"206","D2CA20","Brazilian subregion","27.6323","89.0809"
"207","D2CA20","South American Transition Zone","14.4509","7.9297"
"208","D2CA20","Chacoan dominion","1.4757","2.6399"
"209","D2CA20","South Brazilian dominion","59.9669","70.9168"
"210","D2CA20","Pacific dominion","6.478","3.3972"
"211","D2CA20","Boreal Brazilian dominion","12.3874","14.768"
"212","D2CA20","Cerrado province","0.3117","0.2183"
"213","D2CA20","Chacoan province","5.9998","2.4217"
"214","D2CA20","Madeira province","29.0244","15.0178"
"215","D2CA20","Rondônia province","82.6824","40.3069"
"216","D2CA20","Ucayali province","100","7.0612"
"217","D2CA20","Yungas province","79.6838","8.5369"
"218","D2CA20","Puna province","26.6515","5.3199"
"219","D2CA20","Desert province","20.4356","1.1855"
"220","D2CA20","Ecuadorian province","0.0646","0.001"
"221","D2CA20","Western Ecuador province","8.6623","0.1992"
"222","D2CA20","Chocó-Darién province","3.5091","0.0974"
"223","D2CA20","Imerí province","13.9665","5.0774"
"224","D2CA20","Magdalena province","1.2733","0.0985"
"225","D2CA20","Napo province","99.9449","9.6906"
"226","D2CA20","Cauca province","40.0463","3.0011"
"227","D2CA20","Paramo province","41.3729","1.4245"
"228","D2CA21","Chacoan subregion","3.3819","61.1607"
"229","D2CA21","Chacoan dominion","0.2488","3.0694"
"230","D2CA21","Parana dominion","17.7251","58.0914"
"231","D2CA21","Cerrado province","0.5833","2.817"
"232","D2CA21","Araucaria Forest province","44.3491","21.6816"
"233","D2CA21","Atlantic province","30.5012","22.9468"
"234","D2CA21","Pampean province","0.089","0.2524"
"235","D2CA21","Parana Forest province","6.6107","13.4664"
"236","D2CA22","Brazilian subregion","3.3677","76.2024"
"237","D2CA22","South American Transition Zone","1.7691","6.8136"
"238","D2CA22","Pacific dominion","18.6531","68.6579"
"239","D2CA22","Boreal Brazilian dominion","0.9017","7.5454"
"240","D2CA22","Chocó-Darién province","56.514","11.0049"
"241","D2CA22","Sabana province","3.1509","3.5763"
"242","D2CA22","Imerí province","2.9424","7.5079"
"243","D2CA22","Magdalena province","65.6418","35.6338"
"244","D2CA22","Napo province","0.0551","0.0375"
"245","D2CA22","Cauca province","35.0697","18.4465"
"246","D2CA22","Paramo province","28.1948","6.8136"
"247","D2CA23","Brazilian subregion","2.7681","100.0004"
"248","D2CA23","Boreal Brazilian dominion","4.2169","56.336"
"249","D2CA23","South Brazilian dominion","3.2949","43.6644"
"250","D2CA23","Roraima province","15.0653","37.1308"
"251","D2CA23","Madeira province","7.5306","43.6644"
"252","D2CA23","Imerí province","4.7143","19.2052"
"253","D2CA24","Chacoan subregion","14.8999","92.1746"
"254","D2CA24","Chacoan dominion","6.4088","27.0471"
"255","D2CA24","Parana dominion","58.0973","65.1316"
"256","D2CA24","Cerrado province","6.1866","10.2201"
"257","D2CA24","Araucaria Forest province","84.6856","14.1622"
"258","D2CA24","Atlantic province","30.0505","7.7334"
"259","D2CA24","Pampean province","7.5171","7.2941"
"260","D2CA24","Chacoan province","10.0113","9.5329"
"261","D2CA24","Parana Forest province","62.0518","43.2384"
"262","D2CA25","Brazilian subregion","4.9707","99.9628"
"263","D2CA25","Boreal Brazilian dominion","10.3068","76.6509"
"264","D2CA25","Pacific dominion","7.1275","23.3166"
"265","D2CA25","Guianan Lowlands province","0.0203","0.0241"
"266","D2CA25","Sabana province","23.1144","23.3166"
"267","D2CA25","Pantepui province","30.4455","36.5021"
"268","D2CA25","Imerí province","17.6949","40.1284"
"269","D2CA26","Brazilian subregion","2.8137","73.1337"
"270","D2CA26","South American Transition Zone","1.0373","4.5894"
"271","D2CA26","Pacific dominion","17.2968","73.1337"
"272","D2CA26","Chocó-Darién province","51.1409","11.4395"
"273","D2CA26","Guajira province","8.8321","4.1865"
"274","D2CA26","Sabana province","1.4509","1.8917"
"275","D2CA26","Magdalena province","75.3625","46.9945"
"276","D2CA26","Cauca province","10.0194","6.0539"
"277","D2CA26","Paramo province","16.5324","4.5894"
"278","D2CA26","Guatuso-Talamanca province","14.1352","2.57"
"279","D2CA27","Chacoan subregion","3.6164","39.82"
"280","D2CA27","Brazilian subregion","4.4259","59.9131"
"281","D2CA27","South American Transition Zone","0.1152","0.2655"
"282","D2CA27","Chacoan dominion","5.301","39.82"
"283","D2CA27","South Brazilian dominion","12.0652","59.9131"
"284","D2CA27","Cerrado province","2.0878","6.1389"
"285","D2CA27","Chacoan province","19.8726","33.6811"
"286","D2CA27","Madeira province","0.5895","1.2808"
"287","D2CA27","Rondônia province","26.7172","54.69"
"288","D2CA27","Yungas province","8.7633","3.9423"
"289","D2CA27","Puna province","0.3168","0.2655"
"290","D2CA3","Brazilian subregion","6.6983","93.4749"
"291","D2CA3","Boreal Brazilian dominion","15.5163","80.0741"
"292","D2CA3","Pacific dominion","5.9054","13.4057"
"293","D2CA3","Roraima province","1.5609","1.4861"
"294","D2CA3","Guianan Lowlands province","43.9646","36.1523"
"295","D2CA3","Venezuelan province","9.9095","1.5489"
"296","D2CA3","Sabana province","16.9385","11.8569"
"297","D2CA3","Pantepui province","51.0126","42.4408"
"298","D2CA4","Chacoan subregion","8.6235","45.2969"
"299","D2CA4","Brazilian subregion","7.9235","51.1684"
"300","D2CA4","Chacoan dominion","2.2564","8.0859"
"301","D2CA4","Boreal Brazilian dominion","17.3807","41.507"
"302","D2CA4","South-eastern Amazonian dominion","51.8617","37.2114"
"303","D2CA4","South Brazilian dominion","4.0784","9.6614"
"304","D2CA4","Cerrado province","5.7646","8.0859"
"305","D2CA4","Pará province","61.9103","16.0761"
"306","D2CA4","Xingu-Tapajós province","51.8617","37.2114"
"307","D2CA4","Roraima province","54.9166","24.1948"
"308","D2CA4","Guianan Lowlands province","3.2486","1.2362"
"309","D2CA4","Madeira province","9.3215","9.6614"
"310","D2CA5","Chacoan subregion","7.8319","98.6699"
"311","D2CA5","Chacoan dominion","6.9421","59.6658"
"312","D2CA5","Parana dominion","17.0894","39.0168"
"313","D2CA5","Caatinga province","29.0218","38.1829"
"314","D2CA5","Cerrado province","6.3856","21.4829"
"315","D2CA5","Atlantic province","18.4636","9.6767"
"316","D2CA5","Parana Forest province","20.6762","29.3411"
"317","D2CA6","Chacoan subregion","25.9389","80.1568"
"318","D2CA6","Brazilian subregion","1.1149","4.2358"
"319","D2CA6","Chacoan dominion","26.7743","56.4449"
"320","D2CA6","Boreal Brazilian dominion","3.015","4.2358"
"321","D2CA6","Parana dominion","42.3507","23.7168"
"322","D2CA6","Caatinga province","94.9442","30.6396"
"323","D2CA6","Cerrado province","31.2715","25.8054"
"324","D2CA6","Pará province","27.728","4.2358"
"325","D2CA6","Atlantic province","67.6567","8.6974"
"326","D2CA6","Parana Forest province","43.1897","15.0334"
"327","D2CA7","Chacoan subregion","10.5796","9.3678"
"328","D2CA7","Brazilian subregion","74.6852","81.3017"
"329","D2CA7","South American Transition Zone","7.8464","1.4539"
"330","D2CA7","Antillean subregion","0.0194","5e-04"
"331","D2CA7","Chacoan dominion","2.0817","1.2575"
"332","D2CA7","Boreal Brazilian dominion","92.8721","37.3872"
"333","D2CA7","South-eastern Amazonian dominion","67.0543","8.1103"
"334","D2CA7","South Brazilian dominion","83.0158","33.1509"
"335","D2CA7","Pacific dominion","60.7887","10.7646"
"336","D2CA7","Cerrado province","5.2863","1.25"
"337","D2CA7","Pará province","47.9719","2.0998"
"338","D2CA7","Xingu-Tapajós province","67.0543","8.1103"
"339","D2CA7","Roraima province","100","7.4268"
"340","D2CA7","Guianan Lowlands province","100","6.4146"
"341","D2CA7","Chacoan province","0.0551","0.0075"
"342","D2CA7","Madeira province","99.7962","17.4363"
"343","D2CA7","Rondônia province","75.0553","12.3551"
